Date,Open,High,Low,Close,Adj Close,Volume
2017-05-12,5.099999904632568,5.579999923706055,5.050000190734863,5.369999885559082,5.369999885559082,2361761
2017-05-15,5.619999885559082,5.789999961853027,5.320000171661377,5.320000171661377,5.320000171661377,1258557
2017-05-16,5.480000019073486,5.480000019073486,5.320000171661377,5.320000171661377,5.320000171661377,399098
2017-05-17,5.420000076293945,5.639999866485596,5.340000152587891,5.519999980926514,5.519999980926514,381773
2017-05-18,5.730000019073486,5.809999942779541,5.579999923706055,5.699999809265137,5.699999809265137,262527
2017-05-19,5.75,6.130000114440918,5.71999979019165,6.019999980926514,6.019999980926514,351110
2017-05-22,6.400000095367432,6.650000095367432,6.139999866485596,6.650000095367432,6.650000095367432,431488
2017-05-23,6.929999828338623,7.690000057220459,6.900000095367432,7.010000228881836,7.010000228881836,630446
2017-05-24,7.190000057220459,7.190000057220459,6.730000019073486,7.059999942779541,7.059999942779541,377882
2017-05-25,7.099999904632568,7.099999904632568,6.820000171661377,7.0,7.0,70487
2017-05-26,7.0,7.0,6.760000228881836,6.880000114440918,6.880000114440918,77607
2017-05-29,6.949999809265137,7.059999942779541,6.900000095367432,6.989999771118164,6.989999771118164,98002
2017-05-30,6.980000019073486,7.0,6.829999923706055,6.829999923706055,6.829999923706055,109993
2017-05-31,6.829999923706055,6.949999809265137,6.25,6.380000114440918,6.380000114440918,246470
2017-06-01,6.309999942779541,6.349999904632568,6.150000095367432,6.159999847412109,6.159999847412109,210968
2017-06-02,6.179999828338623,6.25,5.920000076293945,5.980000019073486,5.980000019073486,224168
2017-06-05,6.0,6.0,5.949999809265137,5.980000019073486,5.980000019073486,107815
2017-06-06,6.010000228881836,6.429999828338623,6.010000228881836,6.289999961853027,6.289999961853027,186785
2017-06-07,6.320000171661377,6.949999809265137,6.289999961853027,6.869999885559082,6.869999885559082,183648
2017-06-08,6.949999809265137,6.949999809265137,6.360000133514404,6.519999980926514,6.519999980926514,128681
2017-06-09,6.599999904632568,6.869999885559082,6.5,6.860000133514404,6.860000133514404,92261
2017-06-12,6.949999809265137,6.949999809265137,6.730000019073486,6.789999961853027,6.789999961853027,58402
2017-06-13,6.75,6.800000190734863,6.619999885559082,6.71999979019165,6.71999979019165,36909
2017-06-14,6.789999961853027,6.889999866485596,6.78000020980835,6.840000152587891,6.840000152587891,33481
